=== Phase 2: Quantization ===
  model=lordx64/Qwable-v2
  scheme=W4A16
  iters=0
  export_format=auto_round
  output_dir=/root/_work/1/s/auto_quant/output/runs/Qwable-v2-AutoRound-W4A16-RTN/quantized_model
23:03:46 [INFO] Model: lordx64/Qwable-v2
23:03:46 [INFO] Scheme: W4A16 → AutoRound scheme='W4A16'
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00001-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00004-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00002-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00006-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00005-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00007-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00008-of-00026.safetensors "HTTP/1.1 302 Found"
23:03:51 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00003-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:09 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00009-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:11 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00010-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:23 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00011-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:23 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00012-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:24 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00013-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:24 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00014-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:24 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00015-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:24 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00016-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:30 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00017-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:39 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00018-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:43 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00019-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:44 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00020-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:44 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00021-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:45 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00022-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:49 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00023-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:58 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00024-of-00026.safetensors "HTTP/1.1 302 Found"
23:04:59 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00025-of-00026.safetensors "HTTP/1.1 302 Found"
23:05:00 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/5170e818c07703777011f5b96b631cd1051b36bf/model-00026-of-00026.safetensors "HTTP/1.1 302 Found"
[transformers] The fast path is not available because one of the required library is not installed. Falling back to torch implementation. To install follow https://github.com/fla-org/flash-linear-attention#installation and https://github.com/Dao-AILab/causal-conv1d
23:05:30 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/generation_config.json "HTTP/1.1 404 Not Found"
23:05:30 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:30 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:30 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/custom_generate/generate.py "HTTP/1.1 404 Not Found"
23:05:30 [INFO] Architecture: Qwen3_5MoeForCausalLM (model_type=qwen3_5_moe_text, moe=True)
23:05:30 [INFO] Ignore layers: lm_head
23:05:30 [INFO] Configuring AutoRound...
[38;20m2026-06-30 23:05:31 INFO config.py L45: `enable_opt_rtn` is turned on, set `--disable_opt_rtn` for higher speed at the cost of accuracy.[0m
[38;20m2026-06-30 23:05:31 INFO entry.py L587: Using MLLM mode for multimodal model.[0m
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/model_index.json "HTTP/1.1 404 Not Found"
404 Client Error. (Request ID: Root=1-6a444bbb-353f2a837d6a7ed15cb1a2de;0624585b-a080-4401-8321-b06e7ed40cb2)

Entry Not Found for url: https://huggingface.co/lordx64/Qwable-v2/resolve/main/model_index.json.
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/model.safetensors "HTTP/1.1 404 Not Found"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/model.safetensors.index.json "HTTP/1.1 307 Temporary Redirect"
23:05:31 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/model.safetensors.index.json "HTTP/1.1 200 OK"
23:05:31 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/revision/main "HTTP/1.1 200 OK"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/generation_config.json "HTTP/1.1 404 Not Found"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/custom_generate/generate.py "HTTP/1.1 404 Not Found"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/tokenizer_config.json "HTTP/1.1 200 OK"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:32 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/tokenizer_config.json "HTTP/1.1 200 OK"
23:05:32 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
23:05:32 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2 "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: GET https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/chat_template.json "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/chat_template.jinja "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/chat_template.jinja "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/audio_tokenizer_config.json "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/chat_template.json "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/chat_template.jinja "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/chat_template.jinja "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/audio_tokenizer_config.json "HTTP/1.1 404 Not Found"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:34 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/config.json "HTTP/1.1 200 OK"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/tokenizer_config.json "HTTP/1.1 200 OK"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:35 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/tokenizer_config.json "HTTP/1.1 200 OK"
23:05:35 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
23:05:35 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
23:05:36 [INFO] HTTP Request: GET https://huggingface.co/api/models/lordx64/Qwable-v2 "HTTP/1.1 200 OK"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/processor_config.json "HTTP/1.1 307 Temporary Redirect"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/lordx64/Qwable-v2/5170e818c07703777011f5b96b631cd1051b36bf/processor_config.json "HTTP/1.1 200 OK"
23:05:37 [INFO] HTTP Request: HEAD https://huggingface.co/lordx64/Qwable-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
23:05:37 [INFO] Starting quantization...
[38;20m2026-06-30 23:05:37 INFO replace_modules.py L120: Experts (before replacement) [model.language_model.layers.0.mlp.experts] (Qwen3_5MoeExperts):
Qwen3_5MoeExperts(
  (act_fn): SiLUActivation()
)[0m
[38;20m2026-06-30 23:05:37 INFO device.py L1871: [Memory Monitor] Before applying custom replacements: 'peak_ram': 1.8GB[0m
[38;20m2026-06-30 23:05:37 INFO replace_modules.py L360: Found 40 modules to replace[0m
Replacing modules:   0%|          | 0/40 [00:00<?, ?it/s]Replacing modules: 100%|██████████| 40/40 [00:03<00:00, 12.86it/s]
[38;20m2026-06-30 23:05:40 INFO replace_modules.py L387: Replaced 40 modules[0m
[38;20m2026-06-30 23:05:40 INFO device.py L1874: [Memory Monitor] After applying custom replacements: 'peak_ram': 1.9GB[0m
[transformers] `loss_type=None` was set in the config but it is unrecognized. Using the default loss: `ForCausalLMLoss`.
[38;20m2026-06-30 23:05:43 INFO replace_modules.py L120: Experts (after replacement) [model.language_model.layers.0.mlp.experts] (SequentialQwen3_5MoeExperts):
SequentialQwen3_5MoeExperts(
  (0-255): 256 x Qwen3_5MoeMLP(
    (gate_proj): Linear(in_features=2048, out_features=512, bias=False)
    (up_proj): Linear(in_features=2048, out_features=512, bias=False)
    (down_proj): Linear(in_features=512, out_features=2048, bias=False)
    (act_fn): SiLUActivation()
  )
)[0m
[38;20m2026-06-30 23:05:44 INFO base.py L573: Using predefined ignore_layers: model.language_model.layers.[0-39].mlp.gate[0m
[38;20m2026-06-30 23:05:44 INFO utils.py L964: Ignored layers: lm_head, lm_head, model.language_model.layers.[0-39].mlp.gate[0m
[33;1m2026-06-30 23:05:44 WARNING logging.py L340: Layer name or regex 'model.language_model.layers.[0-39].mlp.gate' in layer_config does not match any supported layers. Please check for typos or update the regex pattern, ignore it for now[0m
[38;20m2026-06-30 23:05:46 INFO base.py L663: 'enable_torch_compile' is set to `False` by default. Enabling it can reduce tuning cost by 20%, but it might throw an exception.[0m
[38;20m2026-06-30 23:05:47 INFO data_driven.py L1089: start to compute imatrix[0m
[38;20m2026-06-30 23:05:47 INFO calib_dataset.py L977: Preprocessing calibration dataset in a subprocess to avoid memory leaks...[0m
23:05:47 [INFO] HTTP Request: HEAD https://huggingface.co/datasets/NeelNanda/pile-10k/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
23:05:47 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/NeelNanda/pile-10k/127bfedcd5047750df5ccf3a12979a47bfa0bafa/README.md "HTTP/1.1 200 OK"
23:05:47 [INFO] HTTP Request: GET https://huggingface.co/api/resolve-cache/datasets/NeelNanda/pile-10k/127bfedcd5047750df5ccf3a12979a47bfa0bafa/README.md "HTTP/1.1 200 OK"
23:05:47 [INFO] HTTP Request: HEAD https://huggingface.co/datasets/NeelNanda/pile-10k/resolve/127bfedcd5047750df5ccf3a12979a47bfa0bafa/pile-10k.py "HTTP/1.1 404 Not Found"
23:05:47 [INFO] HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/NeelNanda/pile-10k/NeelNanda/pile-10k.py "HTTP/1.1 404 Not Found"
23:05:47 [INFO] HTTP Request: GET https://huggingface.co/api/datasets/NeelNanda/pile-10k/revision/127bfedcd5047750df5ccf3a12979a47bfa0bafa "HTTP/1.1 200 OK"
23:05:47 [INFO] HTTP Request: HEAD https://huggingface.co/datasets/NeelNanda/pile-10k/resolve/127bfedcd5047750df5ccf3a12979a47bfa0bafa/.huggingface.yaml "HTTP/1.1 404 Not Found"
